Rk,Player,Age,Team,Pos,G,GS,MP,FG%,2P%,3P%,eFG%,FT%,TS%,FTr,3PAr,FG+,2P+,3P+,eFG+,FT+,TS+,FTr+,3PAr+,FG Add,TS Add
193,Terance Mann,28,LAC,SG,37,12,732,0.446,0.508,0.347,0.513,0.719,0.533,0.164,0.385,95,93,96,94,92,93,68,91,-11.8,-17.9
193,Terance Mann,28,ATL,SG,30,1,682,0.541,0.646,0.386,0.619,0.667,0.629,0.165,0.404,116,119,107,114,85,109,68,96,33.2,24.5
194,Ryan Dunn,22,PHO,SF,74,44,1410,0.43,0.577,0.311,0.516,0.487,0.517,0.082,0.553,92,106,86,95,62,90,34,131,-26.1,-58.5
195,Sam Merrill,28,CLE,SG,71,4,1401,0.406,0.625,0.372,0.567,0.966,0.583,0.068,0.868,87,115,103,104,124,101,28,206,20.5,5.7
196,Ayo Dosunmu,25,CHI,SG,46,26,1394,0.492,0.612,0.328,0.561,0.785,0.585,0.176,0.421,105,112,91,103,101,102,72,100,16.3,8.5
197,Ty Jerome,27,CLE,SG,70,3,1392,0.516,0.57,0.439,0.606,0.872,0.643,0.239,0.409,110,105,122,112,112,112,99,97,77.8,90.8
198,Julian Strawther,22,DEN,SG,65,4,1384,0.432,0.535,0.349,0.529,0.822,0.559,0.185,0.553,92,98,97,97,105,97,76,131,-13.9,-17.7
199,Nick Smith Jr.,20,CHO,SG,60,27,1369,0.391,0.45,0.34,0.482,0.935,0.502,0.081,0.539,84,83,94,89,120,87,33,128,-68.9,-86.9
200,Jaime Jaquez Jr.,23,MIA,SF,66,17,1368,0.461,0.513,0.311,0.501,0.754,0.543,0.307,0.258,99,94,86,92,97,94,127,61,-38.8,-34.4
201,Nicolas Batum,36,LAC,PF,78,8,1367,0.437,0.457,0.433,0.622,0.81,0.633,0.088,0.853,94,84,120,115,104,110,36,203,37.5,28.1
202,Jose Alvarado,26,NOP,PG,56,23,1366,0.392,0.439,0.359,0.498,0.811,0.523,0.142,0.593,84,80,100,92,104,91,58,141,-46.9,-58.9
203,Jeremy Sochan,21,SAS,PF,54,23,1364,0.535,0.59,0.308,0.565,0.696,0.589,0.267,0.194,115,108,85,104,89,102,110,46,20.6,13.2
204,Luke Kornet,29,BOS,C,73,16,1361,0.668,0.675,0,0.668,0.691,0.683,0.346,0.011,143,124,0,123,89,119,143,3,69.9,69.2
205,Trey Lyles,29,SAC,PF,69,5,1349,0.42,0.559,0.34,0.528,0.7,0.551,0.214,0.636,90,103,94,97,90,96,88,151,-11.2,-20.6
206,Jake LaRavia,23,2TM,PF,66,0,1349,0.475,0.513,0.423,0.564,0.678,0.591,0.341,0.421,102,94,117,104,87,103,141,100,13.9,11.3
206,Jake LaRavia,23,MEM,PF,47,0,982,0.49,0.517,0.444,0.573,0.698,0.605,0.398,0.373,105,95,123,105,89,105,164,89,14.2,16.6
206,Jake LaRavia,23,SAC,PF,19,0,367,0.438,0.5,0.385,0.542,0.579,0.551,0.198,0.542,94,92,107,100,74,96,81,129,-0.3,-5.3
207,Bogdan Bogdanović,32,2TM,SG,54,4,1348,0.427,0.517,0.363,0.534,0.879,0.559,0.134,0.587,91,95,101,98,113,97,55,139,-9.4,-17.5
207,Bogdan Bogdanović,32,ATL,SG,24,0,598,0.371,0.5,0.301,0.469,0.882,0.502,0.152,0.652,79,92,84,86,113,87,63,155,-33.3,-35.4
207,Bogdan Bogdanović,32,LAC,SG,30,4,750,0.474,0.528,0.427,0.588,0.875,0.608,0.119,0.534,101,97,118,108,112,106,49,127,23.9,17.9
208,Justin Champagnie,23,WAS,SF,62,31,1340,0.511,0.624,0.383,0.601,0.685,0.614,0.178,0.47,109,114,106,111,88,107,73,111,47.6,33.4
209,Paul George,34,PHI,PF,41,41,1334,0.43,0.493,0.358,0.514,0.814,0.543,0.17,0.47,92,91,99,95,104,94,70,112,-33.1,-41
210,Ausar Thompson,22,DET,SF,59,48,1328,0.535,0.572,0.224,0.547,0.641,0.568,0.309,0.107,114,105,62,101,82,99,127,25,3.4,-8.1
211,Donovan Clingan,20,POR,C,67,37,1324,0.539,0.582,0.286,0.56,0.596,0.574,0.311,0.147,115,107,79,103,76,100,128,35,11.2,-1.6
212,Jordan Hawkins,22,NOP,SG,56,9,1321,0.372,0.433,0.331,0.471,0.816,0.504,0.176,0.597,80,79,92,87,105,87,73,142,-79.9,-86.4
213,Tyrese Martin,25,BRK,SG,60,11,1315,0.406,0.492,0.351,0.513,0.793,0.533,0.125,0.606,87,90,97,94,102,93,51,144,-28.1,-42.3
214,Mason Plumlee,34,PHO,C,74,21,1300,0.619,0.631,0,0.619,0.648,0.645,0.634,0.02,132,116,0,114,83,112,261,5,30.6,35.3
215,Jonathan Mogbo,23,TOR,PF,63,18,1286,0.438,0.486,0.243,0.462,0.732,0.496,0.23,0.197,94,89,67,85,94,86,95,47,-57.7,-62.8
216,Jalen Johnson,23,ATL,SF,36,36,1284,0.5,0.566,0.312,0.541,0.746,0.569,0.232,0.26,107,104,87,100,96,99,96,62,-2.7,-8.5
217,Max Strus,28,CLE,SF,50,37,1273,0.442,0.65,0.386,0.594,0.824,0.607,0.091,0.786,95,119,107,109,106,105,38,187,37.9,23.9
218,Johnny Juzang,23,UTA,SG,64,18,1270,0.429,0.534,0.376,0.554,0.849,0.573,0.112,0.661,92,98,104,102,109,99,46,157,10.1,-3.3
219,Ron Holland,19,DET,SF,81,2,1266,0.474,0.608,0.238,0.517,0.754,0.556,0.293,0.363,101,111,66,95,97,96,121,86,-21.8,-19.2
220,Javonte Green,31,2TM,SG,68,19,1258,0.429,0.527,0.326,0.509,0.724,0.541,0.265,0.491,92,97,91,94,93,94,109,117,-19.7,-22.3
220,Javonte Green,31,NOP,SG,50,18,1092,0.446,0.534,0.352,0.531,0.758,0.569,0.295,0.482,96,98,98,98,97,99,121,114,-5.3,-3.6
220,Javonte Green,31,CLE,SG,18,1,166,0.365,0.5,0.242,0.429,0.5,0.438,0.159,0.524,78,92,67,79,64,76,65,124,-14.4,-18.7
221,Nick Richards,27,2TM,C,57,43,1256,0.591,0.594,0,0.591,0.744,0.634,0.461,0.006,126,109,0,109,95,110,190,1,33.1,48
221,Nick Richards,27,CHO,C,21,9,440,0.561,0.566,0,0.561,0.678,0.614,0.763,0.009,120,104,0,103,87,107,314,2,4.2,11.5
221,Nick Richards,27,PHO,C,36,34,816,0.605,0.608,0,0.605,0.822,0.645,0.313,0.004,130,112,0,111,105,112,129,1,28.9,36.5
222,Dean Wade,28,CLE,PF,59,30,1252,0.413,0.653,0.36,0.561,0.533,0.563,0.111,0.819,88,120,100,103,68,98,46,195,9.7,-7.5
223,Ricky Council IV,23,PHI,SF,73,12,1250,0.382,0.488,0.258,0.442,0.804,0.502,0.33,0.46,82,90,72,81,103,87,136,109,-93.9,-79.1
224,Tidjane Salaün,19,CHO,PF,60,10,1244,0.33,0.4,0.283,0.414,0.713,0.457,0.272,0.594,71,73,79,76,91,79,112,141,-88.7,-92.2
225,Bobby Portis,29,MIL,PF,49,7,1244,0.466,0.508,0.365,0.52,0.836,0.542,0.123,0.299,100,93,101,96,107,94,51,71,-27.3,-42.7
226,Moussa Diabaté,23,CHO,C,71,8,1241,0.596,0.609,0,0.596,0.595,0.609,0.414,0.021,128,112,0,110,76,106,171,5,29.9,21.5
227,Jeremiah Robinson-Earl,24,NOP,PF,66,9,1239,0.455,0.557,0.341,0.536,0.836,0.563,0.159,0.473,97,102,95,99,107,98,65,112,-4.9,-9.8
228,Simone Fontecchio,29,DET,SF,75,0,1237,0.402,0.507,0.335,0.504,0.833,0.544,0.225,0.609,86,93,93,93,107,94,93,145,-29.1,-26.4
229,Cole Anthony,24,ORL,PG,67,22,1234,0.424,0.471,0.353,0.494,0.823,0.531,0.208,0.401,91,86,98,91,106,92,86,95,-52.8,-53
230,Ben Sheppard,23,IND,SG,63,9,1228,0.418,0.591,0.342,0.537,0.889,0.555,0.094,0.693,89,108,95,99,114,96,39,165,-3.7,-12.4
231,Daniel Gafford,26,DAL,C,57,31,1226,0.702,0.702,,0.702,0.689,0.716,0.486,0,150,129,,129,88,124,200,0,128.3,137.2
232,John Collins,27,UTA,PF,40,31,1220,0.527,0.577,0.399,0.583,0.848,0.628,0.309,0.279,113,106,111,107,109,109,127,66,42.3,62.9
233,Caleb Martin,29,2TM,SF,45,24,1218,0.424,0.458,0.359,0.485,0.622,0.513,0.322,0.339,91,84,100,89,80,89,133,80,-35.2,-44
233,Caleb Martin,29,PHI,SF,31,24,943,0.435,0.469,0.379,0.506,0.622,0.531,0.319,0.375,93,86,105,93,80,92,131,89,-17,-23.9
233,Caleb Martin,29,DAL,SF,14,0,275,0.389,0.429,0.25,0.417,0.625,0.454,0.333,0.222,83,79,69,77,80,79,137,53,-18.2,-20.1
234,Kristaps Porziņģis,29,BOS,C,42,42,1210,0.483,0.537,0.412,0.572,0.809,0.618,0.347,0.436,103,99,114,105,104,107,143,103,33.6,55.6
235,Brandon Clarke,28,MEM,PF,64,18,1207,0.621,0.647,0.059,0.622,0.701,0.638,0.229,0.045,133,119,16,115,90,111,94,11,60.3,52
236,Deandre Ayton,26,POR,C,40,40,1206,0.566,0.594,0.188,0.573,0.667,0.583,0.128,0.068,121,109,52,105,85,101,53,16,27.7,6.3
237,Jarace Walker,21,IND,PF,75,5,1187,0.472,0.543,0.405,0.576,0.667,0.59,0.192,0.514,101,100,113,106,85,102,79,122,24,11.2
238,Kawhi Leonard,33,LAC,SF,37,37,1180,0.498,0.536,0.411,0.56,0.81,0.589,0.194,0.305,107,98,114,103,104,102,80,72,21.3,16.7
239,Clint Capela,30,ATL,C,55,41,1176,0.559,0.56,0,0.559,0.536,0.564,0.249,0.003,120,103,0,103,69,98,102,1,12.4,-10.6
240,Cody Martin,29,2TM,SF,53,8,1173,0.418,0.534,0.285,0.485,0.705,0.509,0.188,0.465,90,98,79,89,90,88,77,110,-38,-47.5
240,Cody Martin,29,CHO,SF,39,8,967,0.433,0.528,0.323,0.507,0.694,0.528,0.183,0.463,93,97,90,93,89,92,75,110,-19.1,-27.7
240,Cody Martin,29,PHO,SF,14,0,206,0.351,0.567,0.111,0.377,0.75,0.417,0.211,0.474,75,104,31,69,96,72,87,112,-18.9,-19.8
241,Mark Williams,23,CHO,C,44,41,1171,0.604,0.609,0,0.604,0.804,0.647,0.365,0.009,129,112,0,111,103,112,150,2,54.5,73.2
242,Precious Achiuwa,25,NYK,C,57,10,1170,0.502,0.529,0.278,0.517,0.594,0.53,0.211,0.11,107,97,77,95,76,92,87,26,-17.2,-32.8
243,Nikola Jović,21,MIA,PF,46,10,1156,0.456,0.563,0.371,0.56,0.828,0.595,0.231,0.557,98,103,103,103,106,103,95,132,12.5,15.4
244,Justin Edwards,21,PHI,SF,44,26,1155,0.455,0.548,0.363,0.546,0.696,0.559,0.122,0.503,97,101,101,101,89,97,50,119,2.4,-13.9
245,Vit Krejci,24,ATL,PG,57,16,1153,0.497,0.64,0.437,0.651,0.711,0.661,0.154,0.705,106,117,121,120,91,115,63,168,62.8,52.7
246,Jonathan Kuminga,22,GSW,PF,47,10,1144,0.454,0.508,0.305,0.495,0.668,0.535,0.414,0.266,97,93,85,91,86,93,170,63,-54.9,-54.7
247,Kevon Looney,28,GSW,C,76,6,1142,0.514,0.516,0.4,0.518,0.566,0.535,0.356,0.018,110,95,111,95,73,93,147,4,-13.9,-26.6
248,Kenrich Williams,30,OKC,PF,69,7,1132,0.483,0.574,0.386,0.576,0.718,0.587,0.11,0.483,103,105,107,106,92,102,45,115,23.5,8.3
249,Julian Phillips,21,CHI,SF,79,5,1123,0.446,0.582,0.327,0.533,0.789,0.571,0.265,0.533,95,107,91,98,101,99,109,127,-5.7,-3.3
250,Aaron Nesmith,25,IND,SF,45,37,1123,0.507,0.587,0.431,0.617,0.913,0.653,0.211,0.515,108,108,120,114,117,113,87,122,56.4,63.7
251,Dalano Banton,25,POR,PG,67,7,1120,0.391,0.442,0.324,0.462,0.728,0.497,0.247,0.438,84,81,90,85,93,86,102,104,-82.7,-88.6
252,Ben Simmons,28,2TM,PG,51,24,1120,0.52,0.52,,0.52,0.727,0.539,0.148,0,111,95,,96,93,94,61,0,-10.2,-17.7
252,Ben Simmons,28,BRK,PG,33,24,825,0.547,0.547,,0.547,0.692,0.562,0.153,0,117,100,,101,89,98,63,0,1.4,-5.1
252,Ben Simmons,28,LAC,PG,18,0,295,0.434,0.434,,0.434,0.857,0.464,0.132,0,93,80,,80,110,80,54,0,-11.6,-12.6
253,Ja'Kobe Walter,20,TOR,SG,52,18,1103,0.405,0.454,0.349,0.487,0.795,0.523,0.211,0.473,87,83,97,90,102,91,87,112,-43.9,-46
254,Jaxson Hayes,24,LAL,C,56,35,1093,0.722,0.732,0,0.722,0.622,0.72,0.439,0.013,155,134,0,133,80,125,181,3,79.8,76.3
255,Cameron Payne,30,NYK,PG,72,5,1090,0.401,0.453,0.363,0.506,0.907,0.532,0.121,0.574,86,83,101,93,116,92,50,136,-33.4,-41.3
256,Jonathan Isaac,27,ORL,PF,71,1,1090,0.414,0.549,0.258,0.474,0.682,0.512,0.33,0.466,89,101,72,87,87,89,136,111,-44.9,-47.6
257,DaQuan Jeffries,27,CHO,SG,47,20,1071,0.405,0.496,0.335,0.5,0.8,0.518,0.103,0.564,87,91,93,92,103,90,42,134,-25.1,-35.6
258,Jusuf Nurkić,30,2TM,C,51,32,1063,0.477,0.551,0.305,0.523,0.664,0.555,0.364,0.298,102,101,85,96,85,96,150,71,-14.3,-17.5
258,Jusuf Nurkić,30,PHO,C,25,23,592,0.454,0.529,0.322,0.512,0.696,0.556,0.423,0.362,97,97,89,94,89,96,174,86,-10,-7.8
258,Jusuf Nurkić,30,CHO,C,26,9,471,0.497,0.566,0.283,0.532,0.627,0.554,0.312,0.243,106,104,78,98,80,96,129,58,-4.3,-9.7
259,Seth Curry,34,CHO,SG,68,14,1062,0.478,0.503,0.456,0.599,0.846,0.616,0.114,0.531,102,92,127,110,109,107,47,126,38.5,29
260,Cody Williams,20,UTA,SG,50,21,1060,0.323,0.393,0.259,0.391,0.725,0.419,0.156,0.525,69,72,72,72,93,73,64,125,-78.1,-86.4
261,Isaac Okoro,24,CLE,SG,55,22,1053,0.464,0.586,0.371,0.569,0.717,0.587,0.172,0.566,99,108,103,105,92,102,71,134,14,6
262,Oso Ighodaro,22,PHO,PF,61,6,1045,0.604,0.611,0,0.604,0.58,0.61,0.267,0.011,129,112,0,111,74,106,110,3,22.9,14.2
263,Jared Butler,24,2TM,SG,60,17,1044,0.448,0.504,0.355,0.514,0.824,0.549,0.201,0.373,96,92,99,95,106,95,83,89,-26.1,-27.1
263,Jared Butler,24,WAS,PG,32,0,362,0.483,0.519,0.366,0.526,0.778,0.562,0.256,0.233,103,95,102,97,100,98,105,55,-6.2,-5.6
263,Jared Butler,24,PHI,SG,28,17,682,0.426,0.49,0.352,0.507,0.87,0.54,0.166,0.462,91,90,98,93,112,94,68,110,-19.9,-21.5
264,Jamison Battle,23,TOR,SF,59,10,1042,0.429,0.5,0.405,0.581,0.889,0.59,0.052,0.746,92,92,113,107,114,102,21,177,26.1,10
265,Noah Clowney,20,BRK,PF,46,20,1042,0.358,0.414,0.333,0.474,0.838,0.516,0.215,0.702,77,76,93,87,107,90,89,167,-51,-49.2
266,Alex Caruso,30,OKC,SG,54,3,1041,0.446,0.556,0.353,0.541,0.824,0.568,0.162,0.541,95,102,98,100,106,99,67,129,-1,-5.7
267,Kris Murray,24,POR,SF,69,6,1040,0.419,0.566,0.225,0.468,0.456,0.472,0.204,0.43,90,104,62,86,58,82,84,102,-42,-63.4
268,Dejounte Murray,28,NOP,PG,31,31,1012,0.393,0.444,0.299,0.445,0.823,0.494,0.251,0.352,84,81,83,82,105,86,103,84,-96.6,-90.1
269,Jalen Suggs,23,ORL,PG,35,35,1002,0.41,0.506,0.314,0.489,0.882,0.536,0.229,0.503,88,93,87,90,113,93,94,119,-52.4,-43.1
270,Kyle Anderson,31,2TM,PF,61,4,1002,0.469,0.502,0.357,0.51,0.738,0.538,0.215,0.231,100,92,99,94,95,93,88,55,-20.1,-25.1
270,Kyle Anderson,31,GSW,PF,36,3,541,0.45,0.487,0.365,0.506,0.667,0.522,0.16,0.308,96,89,101,93,85,91,66,73,-12.6,-19.4
270,Kyle Anderson,31,MIA,SF,25,1,461,0.493,0.517,0.333,0.515,0.789,0.557,0.284,0.134,105,95,93,95,101,97,117,32,-7.5,-5.7
271,Brandon Boston Jr.,23,NOP,SG,42,10,993,0.436,0.485,0.35,0.5,0.788,0.535,0.223,0.367,93,89,97,92,101,93,92,87,-32.8,-34.2
272,Dalen Terry,22,CHI,SG,73,5,987,0.448,0.506,0.356,0.517,0.71,0.546,0.257,0.388,96,93,99,95,91,95,106,92,-14.1,-17.8
273,Andre Jackson Jr.,23,MIL,SG,67,43,980,0.477,0.529,0.395,0.553,0.5,0.554,0.122,0.386,102,97,110,102,64,96,50,92,4,-9.2
274,Zach Collins,27,2TM,PF,64,12,977,0.507,0.617,0.302,0.56,0.885,0.605,0.258,0.351,108,113,84,103,113,105,106,83,10,19.4
274,Zach Collins,27,SAS,C,36,4,425,0.462,0.547,0.304,0.515,0.886,0.566,0.265,0.348,99,100,84,95,114,98,109,83,-7.4,-2.9
274,Zach Collins,27,CHI,PF,28,8,552,0.541,0.673,0.3,0.594,0.884,0.635,0.253,0.353,116,123,83,109,113,110,104,84,17.4,22.3
275,Trayce Jackson-Davis,24,GSW,C,62,37,967,0.576,0.582,0,0.576,0.578,0.587,0.338,0.01,123,107,0,106,74,102,139,2,20,7.3
276,Thomas Bryant,27,2TM,C,66,8,963,0.508,0.665,0.324,0.583,0.859,0.614,0.199,0.461,109,122,90,107,110,107,82,109,25.4,26.7
276,Thomas Bryant,27,MIA,C,10,0,115,0.429,0.545,0.353,0.536,1,0.624,0.393,0.607,92,100,98,99,128,108,162,144,-0.4,3.2
276,Thomas Bryant,27,IND,C,56,8,848,0.515,0.673,0.321,0.587,0.83,0.613,0.181,0.447,110,123,89,108,106,106,74,106,25.8,23.5
277,Jalen Smith,24,CHI,C,64,2,962,0.466,0.634,0.324,0.554,0.809,0.586,0.218,0.544,100,116,90,102,104,102,90,129,8.9,8.7
278,Jordan Clarkson,32,UTA,SG,37,9,962,0.408,0.448,0.362,0.493,0.797,0.54,0.29,0.471,87,82,101,91,102,94,119,112,-49.5,-40.6
279,Gary Payton II,32,GSW,SG,62,11,927,0.574,0.69,0.326,0.626,0.711,0.635,0.128,0.319,123,127,91,115,91,110,53,76,49.3,37.3
280,Brandon Miller,22,CHO,SF,27,27,924,0.403,0.475,0.355,0.509,0.861,0.54,0.161,0.597,86,87,99,94,110,94,66,142,-33.3,-37.9
281,Bruce Brown,28,2TM,PG,41,12,922,0.421,0.452,0.333,0.464,0.815,0.504,0.21,0.262,90,83,93,86,105,87,87,62,-48.6,-49.1
281,Bruce Brown,28,TOR,PG,18,0,353,0.435,0.484,0.306,0.477,0.897,0.525,0.221,0.275,93,89,85,88,115,91,91,65,-17.3,-14.7
281,Bruce Brown,28,NOP,PG,23,12,569,0.41,0.429,0.356,0.455,0.75,0.488,0.202,0.253,88,79,99,84,96,85,83,60,-31.3,-34.4
282,Immanuel Quickley,25,TOR,PG,33,33,918,0.42,0.465,0.378,0.517,0.867,0.57,0.292,0.514,90,85,105,95,111,99,120,122,-22.7,-5.6
283,Trendon Watford,24,BRK,PF,44,6,913,0.469,0.515,0.33,0.51,0.762,0.557,0.349,0.251,100,95,91,94,98,97,144,60,-23.1,-15.2
284,KJ Martin,24,2TM,PF,43,16,912,0.552,0.671,0.259,0.59,0.787,0.618,0.234,0.289,118,123,72,109,101,107,96,69,18.7,18.5
284,KJ Martin,24,PHI,PF,24,7,480,0.616,0.679,0.381,0.657,0.828,0.689,0.293,0.212,132,125,106,121,106,120,121,50,22.5,25.2
284,KJ Martin,24,UTA,SF,19,9,432,0.49,0.662,0.189,0.525,0.722,0.546,0.176,0.363,105,121,53,97,93,95,73,86,-3.8,-6.7
285,Jaden Hardy,22,DAL,SG,57,3,907,0.435,0.479,0.386,0.527,0.698,0.549,0.208,0.476,93,88,107,97,89,95,86,113,-13.7,-24.7
286,Day'Ron Sharpe,23,BRK,C,50,2,907,0.521,0.566,0.244,0.538,0.757,0.568,0.233,0.142,111,104,68,99,97,99,96,34,-3.3,-5.8
287,Adem Bona,21,PHI,C,58,11,905,0.703,0.707,0,0.703,0.67,0.714,0.521,0.005,150,130,0,129,86,124,214,1,61.5,65
288,Tre Jones,25,2TM,PG,46,9,905,0.538,0.574,0.396,0.578,0.821,0.617,0.282,0.202,115,105,110,106,105,107,116,48,16.5,21.8
288,Tre Jones,25,SAS,PG,28,0,450,0.484,0.552,0.308,0.527,0.758,0.572,0.355,0.28,104,101,85,97,97,99,146,66,-3,-0.9
288,Tre Jones,25,CHI,PG,18,9,455,0.572,0.585,0.5,0.61,0.882,0.647,0.234,0.152,123,107,139,112,113,112,97,36,19.5,22.7
289,Jaden Ivey,22,DET,SG,30,30,898,0.46,0.49,0.409,0.536,0.733,0.569,0.281,0.373,98,90,114,99,94,99,116,89,-5.6,-6.7
290,Kelly Olynyk,33,2TM,C,44,22,891,0.5,0.534,0.418,0.562,0.769,0.609,0.403,0.295,107,98,116,103,99,106,166,70,9.9,20.4
290,Kelly Olynyk,33,TOR,C,24,2,383,0.5,0.533,0.442,0.581,0.791,0.624,0.364,0.364,107,98,123,107,101,108,150,87,8.8,13.2
290,Kelly Olynyk,33,NOP,C,20,20,508,0.5,0.535,0.389,0.547,0.754,0.596,0.433,0.24,107,98,108,101,97,103,178,57,1.1,7.2
291,Chet Holmgren,22,OKC,C,32,32,877,0.49,0.547,0.379,0.554,0.754,0.599,0.393,0.34,105,100,105,102,97,104,162,81,7.6,18.1
292,Neemias Queta,25,BOS,C,62,6,863,0.65,0.66,0,0.65,0.754,0.674,0.3,0.015,139,121,0,120,97,117,124,4,43.5,45.1
293,Alec Burks,33,MIA,SG,49,14,863,0.424,0.422,0.425,0.587,0.776,0.608,0.181,0.764,91,77,118,108,99,106,74,181,23.7,18.9
294,Chris Boucher,32,TOR,PF,50,0,862,0.492,0.633,0.363,0.586,0.782,0.615,0.235,0.522,105,116,101,108,100,107,97,124,32.1,31.5
295,Zion Williamson,24,NOP,PF,30,30,857,0.567,0.576,0.231,0.57,0.656,0.6,0.474,0.026,121,106,64,105,84,104,195,6,27.2,29.4
296,Khris Middleton,33,2TM,SF,37,21,843,0.475,0.549,0.361,0.546,0.857,0.588,0.249,0.395,102,101,100,101,110,102,103,94,1.9,9
296,Khris Middleton,33,MIL,SF,23,7,534,0.512,0.584,0.407,0.595,0.848,0.627,0.218,0.408,110,107,113,110,109,109,90,97,21.8,23.5
296,Khris Middleton,33,WAS,SF,14,14,309,0.413,0.494,0.277,0.464,0.868,0.526,0.302,0.373,88,91,77,85,111,91,124,89,-19.9,-14.5
297,KJ Simpson,22,CHO,PG,36,15,842,0.346,0.415,0.254,0.4,0.82,0.437,0.166,0.432,74,76,70,74,105,76,68,103,-85.9,-90.2
298,Shake Milton,28,2TM,SG,57,2,837,0.453,0.52,0.358,0.528,0.797,0.563,0.232,0.417,97,95,100,97,102,98,96,99,-7.9,-7.7
298,Shake Milton,28,BRK,SG,27,1,492,0.465,0.529,0.389,0.554,0.758,0.58,0.21,0.459,100,97,108,102,97,101,87,109,3.5,1.3
298,Shake Milton,28,LAL,SG,30,1,345,0.433,0.508,0.294,0.485,0.846,0.535,0.268,0.351,93,93,82,89,109,93,110,83,-11.4,-9
299,Dereck Lively II,20,DAL,C,36,29,833,0.702,0.702,,0.702,0.63,0.704,0.382,0,150,129,,129,81,122,157,0,60.5,56.9
300,Garrison Mathews,28,ATL,SG,47,2,830,0.397,0.436,0.39,0.562,0.821,0.606,0.304,0.848,85,80,108,104,105,105,125,201,9.9,17.3
301,Cam Whitmore,20,HOU,SF,51,3,827,0.444,0.518,0.355,0.525,0.75,0.549,0.179,0.454,95,95,99,97,96,95,74,108,-14.7,-23.9
302,Ryan Rollins,22,MIL,PG,56,19,820,0.487,0.55,0.408,0.577,0.8,0.6,0.166,0.443,104,101,113,106,103,104,68,105,18.7,13.9
303,Marcus Sasser,24,DET,PG,57,1,811,0.463,0.549,0.382,0.561,0.843,0.589,0.172,0.514,99,101,106,103,108,102,71,122,10.5,8
304,Steven Adams,31,HOU,C,58,3,794,0.545,0.552,0,0.545,0.462,0.541,0.557,0.012,117,101,0,100,59,94,229,3,0.6,-14.6
305,Aaron Holiday,28,HOU,PG,62,3,792,0.437,0.517,0.398,0.571,0.829,0.594,0.153,0.675,93,95,110,105,106,103,63,160,14.9,10.4
306,Karlo Matković,23,NOP,PF,42,7,791,0.574,0.675,0.318,0.619,0.773,0.639,0.187,0.281,123,124,88,114,99,111,77,67,35.8,31.9
307,Caleb Houstan,22,ORL,SF,58,6,788,0.421,0.533,0.4,0.589,0.882,0.605,0.089,0.842,90,98,111,109,113,105,37,200,17.6,11.4
308,Vasilije Micić,31,2TM,PG,41,16,785,0.348,0.338,0.36,0.43,0.829,0.462,0.15,0.458,74,62,100,79,106,80,62,109,-61.5,-66.4
308,Vasilije Micić,31,CHO,PG,36,16,764,0.348,0.338,0.36,0.43,0.829,0.462,0.15,0.458,74,62,100,79,106,80,62,109,-61.5,-66.4
308,Vasilije Micić,31,PHO,PG,5,0,21,,,,,,,,,,,,,,,,,0,0
309,Jaylin Williams,22,OKC,PF,47,9,784,0.439,0.529,0.399,0.577,0.767,0.594,0.136,0.692,94,97,111,106,98,103,56,164,15,8.1
310,Pelle Larsson,23,MIA,SG,55,8,782,0.438,0.528,0.337,0.517,0.672,0.546,0.3,0.468,94,97,94,95,86,95,124,111,-10.5,-13.9
311,Cam Thomas,23,BRK,SG,25,23,781,0.438,0.506,0.349,0.513,0.881,0.575,0.333,0.43,94,93,97,95,113,100,137,102,-27.1,-0.7
312,Lindy Waters III,27,2TM,SG,52,9,778,0.369,0.444,0.344,0.498,0.727,0.504,0.044,0.747,79,82,96,92,93,88,18,177,-22.5,-36.5
312,Lindy Waters III,27,GSW,SG,38,9,655,0.371,0.474,0.331,0.49,0.727,0.498,0.054,0.722,79,87,92,90,93,86,22,171,-21.7,-32.8
312,Lindy Waters III,27,DET,SG,14,0,123,0.364,0.167,0.395,0.534,,0.534,0,0.864,78,31,110,98,,93,0,205,-0.8,-3.7
313,Lonzo Ball,27,CHI,PG,35,14,777,0.366,0.458,0.344,0.504,0.815,0.524,0.111,0.802,78,84,95,93,104,91,46,191,-18.9,-26.7
314,Orlando Robinson,24,2TM,C,44,8,770,0.444,0.474,0.327,0.477,0.771,0.519,0.268,0.199,95,87,91,88,99,90,110,47,-34.5,-33.2
314,Orlando Robinson,24,SAC,C,9,0,57,0.412,0.5,0.2,0.441,0.571,0.473,0.412,0.294,88,92,56,81,73,82,170,70,-3.5,-4.1
314,Orlando Robinson,24,TOR,C,35,8,713,0.447,0.472,0.34,0.48,0.794,0.523,0.258,0.193,96,87,95,88,102,91,106,46,-31,-29.1
315,Eric Gordon,36,PHI,SG,39,13,768,0.426,0.463,0.409,0.564,0.75,0.591,0.235,0.672,91,85,113,104,96,103,97,159,8.4,6.6
316,Gui Santos,22,GSW,PF,56,2,762,0.458,0.632,0.33,0.553,0.69,0.575,0.235,0.575,98,116,92,102,89,100,97,137,3.6,-0.6
317,Landry Shamet,27,NYK,SG,50,0,762,0.461,0.595,0.397,0.596,0.667,0.601,0.078,0.678,99,109,110,110,85,104,32,161,24.2,11.8
318,Svi Mykhailiuk,27,UTA,SF,38,13,760,0.391,0.485,0.345,0.507,0.8,0.526,0.116,0.672,84,89,96,93,103,91,48,160,-22,-31.8
